x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50
0.108676424,0.108676059,0.108675422,0.108676569,0.108675282,0.108676299,0.108676625,0.108676474,0.108674165,0.108675942,0.108676701,0.10867653,0.108676519,0.108676765,0.108676244,0.108676554,0.108676558,0.108676327,0.108675752,0.108676065,0.108676344,0.108676352,0.108675385,0.108675388,0.108676237,0.108676019,0.108676307,0.108676492,0.10867553,0.108676228,0.10867592,0.108676588,0.1086766,0.108675349,0.108676129,0.108676648,0.108675486,0.108674394,0.108668262,0.108676202,0.108675166,0.108676235,0.108676295,0.108676079,0.108676187,0.108676246,0.108676767,0.108675784,0.108676469,0.108675695
0.007819038,0.007819041,0.007819049,0.007819036,0.007819051,0.007819039,0.007819036,0.007819037,0.007819069,0.007819043,0.007819035,0.007819037,0.007819037,0.007819035,0.00781904,0.007819036,0.007819036,0.007819039,0.007819045,0.007819041,0.007819038,0.007819038,0.00781905,0.00781905,0.00781904,0.007819042,0.007819039,0.007819037,0.007819048,0.00781904,0.007819043,0.007819036,0.007819036,0.00781905,0.007819041,0.007819036,0.007819048,0.007819065,0.007819527,0.00781904,0.007819053,0.00781904,0.007819039,0.007819041,0.00781904,0.007819039,0.007819034,0.007819045,0.007819037,0.007819046
0.10867663,0.108676437,0.108676044,0.108676702,0.108675948,0.108676566,0.108676729,0.108676655,0.108675004,0.10867637,0.108676764,0.108676683,0.108676678,0.108676794,0.108676537,0.108676695,0.108676697,0.108676581,0.108676257,0.10867644,0.10867659,0.108676594,0.108676019,0.108676022,0.108676534,0.108676415,0.108676571,0.108676664,0.108676117,0.108676529,0.108676357,0.108676711,0.108676717,0.108675994,0.108676476,0.10867674,0.108676087,0.108675226,0.108651579,0.108676515,0.108675864,0.108676533,0.108676565,0.108676448,0.108676507,0.108676539,0.108676794,0.108676276,0.108676653,0.108676222
0.007819028,0.007819034,0.007819045,0.007819026,0.007819048,0.00781903,0.007819026,0.007819028,0.007819075,0.007819036,0.007819025,0.007819027,0.007819027,0.007819024,0.007819031,0.007819027,0.007819027,0.00781903,0.007819039,0.007819034,0.00781903,0.007819029,0.007819046,0.007819046,0.007819031,0.007819035,0.00781903,0.007819028,0.007819043,0.007819031,0.007819036,0.007819026,0.007819026,0.007819046,0.007819033,0.007819025,0.007819044,0.007819068,0.007819886,0.007819032,0.00781905,0.007819031,0.00781903,0.007819034,0.007819032,0.007819031,0.007819024,0.007819038,0.007819028,0.00781904
0.108677103,0.108676823,0.108676253,0.108677207,0.108676113,0.108677011,0.108677245,0.108677139,0.108674726,0.108676727,0.108677296,0.108677179,0.108677172,0.108677339,0.108676969,0.108677196,0.108677199,0.108677032,0.108676562,0.108676828,0.108677045,0.10867705,0.108676217,0.10867622,0.108676964,0.108676791,0.108677017,0.108677152,0.108676358,0.108676957,0.108676708,0.10867722,0.108677228,0.10867618,0.10867688,0.108677261,0.108676316,0.108675053,0.108633133,0.108676936,0.10867599,0.108676962,0.108677008,0.108676839,0.108676925,0.108676971,0.10867734,0.108676591,0.108677136,0.108676511
0.007819048,0.007819048,0.007819048,0.007819003,0.007819048,0.007819048,0.007818999,0.00781901,0.007819048,0.007819048,0.007818992,0.007819006,0.007819007,0.007818986,0.007819048,0.007819005,0.007819004,0.007819048,0.007819048,0.007819048,0.007819048,0.007819048,0.007819048,0.007819048,0.007819048,0.007819048,0.007819048,0.007819006,0.007819048,0.007819048,0.007819048,0.007818999,0.007818998,0.007819048,0.007819048,0.007818994,0.007819048,0.007819048,0.007819929,0.007819048,0.007819048,0.007819048,0.007819048,0.007819048,0.007819048,0.007819048,0.007818985,0.007819048,0.007819007,0.007819048
0.108676082,0.108676082,0.108676082,0.108680116,0.108676082,0.108676082,0.108680362,0.10867977,0.108676081,0.108676082,0.108680706,0.108679947,0.108679901,0.108681009,0.108676082,0.10868005,0.108680069,0.108676082,0.108676082,0.108676082,0.108676082,0.108676082,0.108676082,0.108676082,0.108676082,0.108676082,0.108676082,0.10867998,0.108676082,0.108676082,0.108676082,0.108680355,0.108680402,0.108676082,0.108676082,0.108680593,0.108676082,0.108676081,0.108605113,0.108676082,0.108676082,0.108676082,0.108676082,0.108676082,0.108676082,0.108676082,0.108681068,0.108676082,0.108679894,0.108676082
0.007820324,0.007820327,0.007820362,0.007820324,0.007820407,0.007820325,0.007820324,0.007820324,0.007820421,0.007820328,0.00782032,0.007820324,0.007820324,0.007820319,0.007820325,0.007820324,0.007820324,0.007820325,0.007820332,0.007820327,0.007820324,0.007820324,0.007820371,0.00782037,0.007820325,0.007820326,0.007820324,0.007820324,0.007820333,0.007820325,0.007820327,0.007820324,0.007820324,0.007820344,0.007820325,0.007820324,0.007820335,0.007821796,0.007823614,0.007820325,0.007820369,0.007820325,0.007820324,0.007820326,0.007820325,0.007820325,0.007820319,0.007820328,0.007820324,0.007820329
0.108914384,0.108914239,0.108912409,0.10891439,0.108910115,0.10891433,0.10891439,0.10891439,0.10868426,0.108914185,0.108919397,0.10891439,0.10891439,0.108919449,0.108914308,0.10891439,0.10891439,0.108914342,0.108913988,0.108914241,0.108914349,0.108914352,0.10891197,0.108912015,0.108914305,0.108914261,0.108914362,0.10891439,0.108913887,0.108914332,0.10891423,0.10891439,0.10891439,0.108913347,0.108914297,0.10891439,0.108913794,0.108839968,0.098399063,0.108914322,0.108912043,0.108914335,0.108914358,0.10891428,0.108914317,0.108914339,0.108919458,0.108914168,0.10891439,0.108914103
0.007818935,0.007818987,0.007818983,0.007818922,0.007818994,0.007818987,0.007818904,0.00781893,0.007820106,0.007818987,0.00781889,0.007818925,0.007818926,0.007818883,0.007818987,0.007818923,0.007818923,0.007818987,0.007818987,0.007818987,0.007818987,0.007818987,0.007818983,0.007818983,0.007818987,0.007818988,0.007818988,0.007818925,0.007818988,0.007818988,0.007818988,0.007818904,0.007818902,0.007818988,0.007818988,0.007818893,0.007818988,0.007819139,0.00782003,0.007818988,0.007818988,0.007818988,0.007818988,0.007818988,0.007818988,0.007818988,0.007818873,0.007818988,0.007818926,0.007818988
0.109779715,0.109774585,0.109774591,0.109780391,0.109773984,0.109774581,0.109781818,0.109779991,0.109677352,0.109774586,0.109782578,0.109780223,0.109780178,0.109782971,0.109774582,0.109780324,0.109780344,0.10977458,0.109774588,0.109774585,0.10977458,0.109774579,0.109774591,0.109774591,0.109774582,0.109774577,0.109774577,0.109780255,0.109774574,0.109774577,0.109774577,0.109781801,0.109781914,0.109774572,0.109774577,0.109782376,0.109774574,0.109764185,0.072924905,0.109774577,0.10977457,0.109774577,0.109774577,0.109774577,0.109774577,0.109774577,0.109783719,0.109774577,0.109780171,0.109774576
0.007818502,0.007818509,0.007818746,0.007818532,0.007818778,0.007818508,0.007818523,0.007818521,0.007825679,0.007818502,0.007818506,0.007818532,0.007818532,0.007818463,0.007818517,0.007818532,0.007818532,0.007818489,0.007818515,0.007818509,0.007818489,0.007818495,0.007818762,0.007818726,0.007818517,0.00781865,0.007818614,0.007818613,0.007818747,0.007818624,0.007818659,0.00781863,0.007818581,0.007819234,0.007818646,0.007818568,0.007818788,0.007820397,0.00782263,0.007818646,0.007818997,0.007818621,0.007818614,0.00781865,0.007818646,0.007818619,0.007818502,0.007818661,0.007818613,0.007818673
0.110597363,0.110589586,0.110491377,0.110597362,0.110481037,0.110596396,0.110608796,0.110597362,0.106885594,0.110589508,0.110616609,0.110597361,0.110597361,0.110622203,0.110589627,0.110597362,0.110597362,0.110597256,0.110586456,0.11058959,0.1105973,0.110597309,0.110481962,0.110483728,0.110589628,0.110589539,0.110597273,0.110597326,0.11058531,0.110596852,0.110589474,0.110604559,0.110610233,0.110567281,0.110589558,0.110613957,0.1105841,0.110313707,0.060082736,0.110589563,0.110485263,0.110597039,0.110597262,0.110589553,0.110589562,0.110597157,0.110622398,0.110589364,0.110597324,0.110589196
-0.004509758,-0.004509905,-0.004510321,-0.004509732,-0.004511825,-0.004509852,-0.004509692,-0.004509757,-0.004510147,-0.004509913,-0.004509655,-0.004509742,-0.004509742,-0.004509245,-0.004509882,-0.004509742,-0.004509733,-0.004509847,-0.004509986,-0.004509905,-0.004509847,-0.004509847,-0.00451042,-0.004510422,-0.004509882,0.019713949,0.019710577,0.019710032,0.019714192,0.019710536,0.01971396,0.019709873,0.01970987,0.019714795,0.019713257,0.019709427,0.019714291,0.019716186,0.019877779,0.019713257,0.019716075,0.019710531,0.019710526,0.019713209,0.019713257,0.019710529,0.019703107,0.019714035,0.019710034,0.019714046
0.112040726,0.112021149,0.111984536,0.112044005,0.111812833,0.112030744,0.112046889,0.112040766,0.087034909,0.112020008,0.112051648,0.112042623,0.112042618,0.112060948,0.112024185,0.112042633,0.11204395,0.112030945,0.112014985,0.112021149,0.11203095,0.112030951,0.111976274,0.111978226,0.112024185,0.11202057,0.112031601,0.112042447,0.112014065,0.112030529,0.112020479,0.112046882,0.112046913,0.111998997,0.11202369,0.112050085,0.112011179,0.105902179,0.052845469,0.112023694,0.111977483,0.112030566,0.112030614,0.11202311,0.112023693,0.11203059,0.112069001,0.11201816,0.112042428,0.112018059
-0.062298595,-0.062312592,-0.062384311,-0.062296366,-0.062430786,-0.062303434,-0.062284476,-0.06229784,-0.063754615,-0.062310132,-0.062280178,-0.062296481,-0.062296484,-0.062216558,-0.062305791,-0.062296478,-0.062296478,-0.062303748,-0.062334343,-0.062310507,-0.062302225,-0.06230214,-0.062391456,-0.062388915,-0.062307973,0.074586724,0.074581601,0.07457796,0.074618142,0.074582963,0.074588916,0.074572867,0.074564359,0.074658753,0.074585547,0.074558709,0.074621038,0.075544642,0.096501348,0.074584446,0.074713938,0.074583292,0.074581609,0.074585566,0.074584516,0.074582923,0.066537917,0.074593047,0.074577966,0.074600318
0.118401163,0.118247001,0.115134319,0.118450618,0.113036314,0.118366246,0.118474883,0.118413161,0.078630154,0.118149568,0.118516357,0.118443211,0.118443196,0.118725699,0.118321143,0.118443222,0.118443223,0.118384642,0.117657466,0.118256249,0.118390187,0.118390499,0.114777746,0.114817771,0.118313263,0.118270616,0.118387299,0.118440106,0.117302946,0.11836423,0.118207339,0.118471622,0.118471108,0.116438574,0.118290181,0.118503089,0.117134415,0.094018798,0.055923922,0.118359812,0.115013598,0.118366191,0.118387274,0.118290125,0.118331473,0.118383226,0.118739061,0.118142337,0.118440086,0.118090295
-0.119439632,-0.119469927,-0.119442268,-0.119428914,-0.119472466,-0.11944754,-0.119411309,-0.119438297,-0.119447482,-0.119499232,-0.119361503,-0.119429665,-0.119433178,-0.10262824,-0.119455803,-0.119436124,-0.11943137,-0.119446875,-0.119462928,-0.119465414,-0.119445982,-0.119444465,-0.119456523,-0.119454586,-0.119463332,0.134758177,0.134733366,0.134714314,0.134772885,0.134729768,0.134758108,0.134674188,0.134660977,0.134774913,0.1347432,0.134529597,0.134739613,0.134726622,0.134725599,0.134730472,0.134707157,0.134729576,0.134726048,0.134749958,0.134731077,0.134729086,0.080009985,0.134804568,0.134708656,0.134829523
0.132646484,0.131730452,0.111526976,0.13292669,0.109987746,0.132438051,0.133260397,0.132675933,0.079397095,0.130188512,0.13469109,0.13278879,0.132776054,0.138371581,0.132360615,0.132900121,0.13291695,0.132440365,0.122997059,0.131749364,0.132443474,0.132448758,0.111001727,0.111044431,0.132309418,0.132001149,0.132577879,0.132891264,0.122269034,0.132440485,0.131717323,0.133374096,0.133510222,0.116233361,0.132307305,0.134174539,0.120563579,0.093838289,0.059130918,0.132438159,0.112213843,0.132441121,0.132494907,0.132063643,0.132436161,0.132442738,0.138334695,0.130164002,0.132799063,0.127699559
-0.180744148,-0.180719359,-0.180346573,-0.180700832,-0.180380244,-0.180760762,-0.180707039,-0.180759384,-0.18085981,-0.180560074,-0.180780842,-0.180720398,-0.180751822,-0.127509756,-0.180773501,-0.180696589,-0.180698275,-0.180765499,-0.180240372,-0.180731556,-0.180749948,-0.180739542,-0.180372264,-0.180369802,-0.180781905,0.197087731,0.197086501,0.197061462,0.196503096,0.197122003,0.197087831,0.197141156,0.197122069,0.196467691,0.197136812,0.197097992,0.196505387,0.19678146,0.199299157,0.197111948,0.196504068,0.197112433,0.19709242,0.197164994,0.197113451,0.197103392,0.09992726,0.196896874,0.197073256,0.196792667
0.15144851,0.145668057,0.115783124,0.154265465,0.113969983,0.150350533,0.155772022,0.151807661,0.086990111,0.138745352,0.164531524,0.152888599,0.152635545,0.168817028,0.150162655,0.153727077,0.153935141,0.150440561,0.127644499,0.146076029,0.150516031,0.150567441,0.115365569,0.115405597,0.150117214,0.149231228,0.151392221,0.154236332,0.128056068,0.150842169,0.146295189,0.157287405,0.158702645,0.122071345,0.150538552,0.163056591,0.127105685,0.100774864,0.068659749,0.150781755,0.116860194,0.150876746,0.151345602,0.149975812,0.150709406,0.150919339,0.168827474,0.139678542,0.15348014,0.135916732
-0.250943155,-0.250818267,-0.251053399,-0.250959545,-0.251166476,-0.250920965,-0.250701494,-0.25098041,-0.252271453,-0.250664944,-0.247668077,-0.25095544,-0.250955527,-0.158127496,-0.250911811,-0.250956145,-0.250956901,-0.250923107,-0.25052494,-0.25081898,-0.2509262,-0.25092686,-0.251065995,-0.251064876,-0.250910005,0.267498407,0.267691989,0.267776883,0.267242493,0.267603172,0.267467169,0.267891355,0.268049895,0.267407567,0.267582707,0.268232029,0.267239197,0.268452083,0.259428686,0.267594983,0.267707973,0.267628375,0.267680138,0.267565283,0.267593188,0.267628694,0.124381717,0.267260721,0.267771339,0.267165931
0.172165561,0.16057439,0.126862166,0.183799318,0.124260942,0.171900234,0.193158305,0.178677069,0.098872486,0.152385228,0.20463583,0.18379614,0.183795805,0.206202483,0.171848456,0.183797218,0.183797661,0.171901497,0.140793217,0.160589542,0.17190949,0.171911633,0.12667977,0.12669601,0.171845557,0.167860607,0.17202793,0.183779113,0.139249099,0.171944062,0.159711297,0.193354873,0.193566685,0.13411241,0.171920444,0.205066549,0.13913042,0.112546454,0.078955815,0.171939868,0.12764762,0.171954959,0.17202247,0.171661154,0.171938247,0.171997424,0.20620077,0.151827201,0.183775713,0.148551594
-0.331968888,-0.332068997,-0.332107618,-0.33192048,-0.332091555,-0.33203206,-0.331857507,-0.331926275,-0.332028665,-0.332106375,-0.313052726,-0.331920468,-0.331908327,-0.195712277,-0.332000831,-0.331920939,-0.33192085,-0.332031131,-0.33213416,-0.33206898,-0.332039017,-0.332039037,-0.332107899,-0.332107874,-0.332001207,0.351250915,0.351191701,0.351052849,0.351357133,0.351157233,0.351282733,0.351081817,0.35109406,0.35133836,0.351171436,0.351022608,0.351359657,0.351255236,0.352055471,0.35116105,0.351286211,0.351156436,0.351168975,0.351216956,0.351161325,0.351155985,0.154455148,0.351327824,0.351043498,0.351343091
0.200902139,0.180102984,0.142415982,0.220874325,0.139411553,0.198335534,0.236726355,0.211607792,0.113762976,0.170725354,0.25152927,0.220873185,0.220829016,0.252387605,0.197645059,0.220874373,0.220874363,0.198335537,0.158069445,0.180102982,0.198346331,0.198346595,0.142416004,0.142416002,0.197645063,0.189621368,0.198859781,0.221605887,0.157557372,0.198801707,0.180507093,0.238089215,0.238452719,0.151634883,0.198363764,0.254134649,0.157421992,0.128292677,0.096845114,0.198802208,0.144720489,0.198801664,0.19882269,0.195979893,0.198802241,0.198801613,0.252417032,0.171541734,0.221567139,0.167536616
-0.429273535,-0.429305633,-0.429560484,-0.429164743,-0.429537577,-0.429317595,-0.429091634,-0.429218251,-0.429209631,-0.429370143,-0.39000723,-0.4291882,-0.429197218,-0.241824251,-0.429333054,-0.42917833,-0.429174467,-0.429332046,-0.429490056,-0.429305598,-0.429324258,-0.429317551,-0.429560071,-0.429559209,-0.429333101,0.451463738,0.451301286,0.451069211,0.45165589,0.451352747,0.451390241,0.451158381,0.451613388,0.451675975,0.451373294,0.441435285,0.451657364,0.451359122,0.450737933,0.451351801,0.451670157,0.451350826,0.451337173,0.4514186,0.45136165,0.451361271,0.19127109,0.451518516,0.451030725,0.451562239
0.2387438,0.206402242,0.164246452,0.266605165,0.160569785,0.231680717,0.289746775,0.251918959,0.133476779,0.195435587,0.307906254,0.265956458,0.2653154,0.308950574,0.227360079,0.266345384,0.266490544,0.23175063,0.181338916,0.206402495,0.231792563,0.231869066,0.163978427,0.164024663,0.22735934,0.2180134,0.235481329,0.267402114,0.181843619,0.232588387,0.207398606,0.292449289,0.294143693,0.174958275,0.228658479,0.311049229,0.181348858,0.149420027,0.115281955,0.23257589,0.167554152,0.232591891,0.234871733,0.225202795,0.232480014,0.232666624,0.308925708,0.197420731,0.26699162,0.192570059
-0.543707783,-0.544750622,-0.547181711,-0.543319639,-0.547447743,-0.544011687,-0.543110729,-0.543471981,-0.549858997,-0.545188358,-0.482312924,-0.543374294,-0.543319439,-0.29726393,-0.544144142,-0.543349384,-0.543340714,-0.54410926,-0.545845932,-0.544755727,-0.544112529,-0.544113529,-0.547216348,-0.547212993,-0.54410837,0.570186573,0.569704678,0.569139637,0.571797843,0.569680633,0.570494657,0.570176874,0.57049869,0.572578765,0.569818513,0.54534137,0.57190864,0.574306869,0.578934726,0.569645554,0.57303845,0.569667012,0.569712132,0.569999618,0.569685933,0.569650716,0.235592378,0.5709811,0.569331061,0.571244641
0.283955127,0.23942078,0.19212007,0.321705471,0.187696281,0.271529351,0.353271984,0.300007804,0.158777574,0.226696537,0.375514493,0.318114108,0.31777227,0.376929946,0.26404401,0.321118136,0.321321009,0.27215678,0.210851701,0.239445274,0.2722807,0.272296215,0.191551942,0.191589072,0.264029322,0.253289648,0.279733271,0.323337534,0.212360696,0.273547665,0.241043927,0.357991699,0.36112589,0.204452189,0.266035996,0.379529515,0.211467239,0.176335728,0.139273939,0.273255117,0.196392509,0.273639394,0.279126921,0.261478267,0.272935594,0.273737435,0.376917335,0.229804209,0.320912063,0.224042598
-0.686727601,-0.687594217,-0.689429655,-0.686542295,-0.689691164,-0.687058665,-0.686492422,-0.686597019,-0.691264286,-0.687962068,-0.598988165,-0.686603969,-0.686526242,-0.366038827,-0.687146462,-0.686587178,-0.686585506,-0.687041194,-0.688519661,-0.687592343,-0.68707976,-0.687092698,-0.689480128,-0.68947872,-0.687123223,0.716962379,0.716738043,0.716668518,0.718058017,0.716590764,0.717164101,0.716684042,0.716535307,0.718437831,0.716716454,0.669298965,0.718116123,0.720165608,0.722916159,0.716632264,0.718823726,0.716602879,0.716733145,0.716857457,0.716661373,0.716636491,0.290559611,0.717460973,0.716747329,0.717646417
0.340661876,0.281627394,0.22682568,0.391888464,0.22142687,0.321639317,0.432610383,0.36030674,0.188750277,0.266697707,0.460703404,0.384264199,0.382212998,0.460966929,0.311338592,0.390017352,0.390048141,0.323922921,0.248461308,0.281780739,0.324061727,0.324131418,0.225941817,0.225970682,0.311304669,0.29823095,0.33528506,0.392067029,0.250553783,0.325178368,0.283903274,0.438769612,0.443668741,0.241026242,0.313170599,0.460711104,0.24906396,0.208796432,0.166007196,0.323679833,0.231880725,0.325223572,0.334038298,0.307757345,0.323348947,0.325315649,0.460944449,0.27074657,0.38695251,0.263790921
-0.82889556,-0.831694571,-0.837229145,-0.827918845,-0.83809893,-0.829736061,-0.827582638,-0.828449407,-0.84420923,-0.832799403,-0.73597797,-0.82811827,-0.828089337,-0.447760383,-0.830231848,-0.828024799,-0.828026012,-0.829586727,-0.834486644,-0.831688685,-0.829633919,-0.829622907,-0.837388592,-0.837385202,-0.830221838,0.860123178,0.858599299,0.857525613,0.863646082,0.858814634,0.86123985,0.848773019,0.850024943,0.864729242,0.859366263,0.820112351,0.863842128,0.869629307,0.879856262,0.858984268,0.865881795,0.858819181,0.858632633,0.859673202,0.858970966,0.858826017,0.355984882,0.862026649,0.857710279,0.862427163
0.397882239,0.324390523,0.262917762,0.463493407,0.256649134,0.371096193,0.513969153,0.421141544,0.221072066,0.307448758,0.561009278,0.450460303,0.447272905,0.56059036,0.358779016,0.459226462,0.459266213,0.375539088,0.287177273,0.324447709,0.375697223,0.375802316,0.261734232,0.261755008,0.358646223,0.342130332,0.389562467,0.461031797,0.288526446,0.376424045,0.326320741,0.515827359,0.523549071,0.277647853,0.359556401,0.561728712,0.286377533,0.241928614,0.194911676,0.372774855,0.26759368,0.376453472,0.38764726,0.352856749,0.371893618,0.37655318,0.560576883,0.311149456,0.452368036,0.30307623
-1.055754079,-1.057171337,-1.059598266,-1.055597112,-1.059938471,-1.056291267,-1.055726581,-1.055642258,-1.062620499,-1.057684933,-0.908811792,-1.055686251,-1.055596975,-0.550113427,-1.056411975,-1.055670515,-1.055698998,-1.056068141,-1.05841973,-1.05716875,-1.056177794,-1.056197854,-1.059654902,-1.059653774,-1.056420067,1.095427595,1.095025399,1.095025569,1.09702172,1.094916561,1.095810716,1.07999771,1.079528965,1.097549992,1.095167246,1.012392732,1.09713179,1.099891053,1.10457627,1.095079647,1.098112774,1.094951614,1.095030145,1.095266295,1.094998078,1.094937529,0.437742289,1.096232096,1.095035874,1.096487113
